created_at,handle,mined_at,retweet_count,text,tweet_id,subjectivity,polarity,sentiment
Mon Nov 06 21:42:21 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999309,95,RT @ScorpionCBS: Cabe is cured! Don't miss a new episode of #TeamScorpion tonight at 10/9c on CBS and CBS All Access: https://t.co/rmr1SOu9…,927652400747425792,0.45454545454545453,0.13636363636363635,positive
Mon Nov 06 21:36:39 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999312,17,RT @SuperiorDonuts: Franco and Randy's friendship is put to the test. Don't miss a new #SuperiorDonuts tonight on CBS &amp; CBS All Access: htt…,927650965821493248,0.45454545454545453,0.13636363636363635,positive
Mon Nov 06 20:08:45 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999314,9,RT @CBSEntDiversity: #CBS PROUDLY ANNOUNCES SHOWCASE ALUMS GRACE PARRA &amp; STEPHEN GUARINO AS NEW CO-DIRECTORS 4 DIVERSITY COMEDY SHOWCASE! h…,927628845708075008,0.7272727272727273,0.48522727272727273,positive
Mon Nov 06 20:08:21 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999317,16,RT @HeadstrongProj: Thanks @SealTeamCBS for recognizing us! Watch all-new episodes of SEAL Team on Wednesdays at 9/8c on CBS and CBS All Ac…,927628742423347203,0.2,0.25,positive
Mon Nov 06 18:59:12 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999319,115,RT @ScorpionCBS: #TeamScorpion Executive Producers Nick Santora &amp; @WoottonNicholas give us an inside look at tonight's episode! https://t.c…,927611339278831617,0.0,0.0,neutral
Mon Nov 06 18:52:21 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999322,9,RT @HappeningDaily: Here’s some #MondayMotivation for you! We've got @markfeuerstein &amp; @davidwalton from @9JKLCBS on #WhatsHappening TODAY…,927609615633862657,0.0,0.0,neutral
Mon Nov 06 18:08:23 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999324,22,RT @ManWithAPlan: #ManWithAPlan returns in ONE WEEK! Here's how the cast is gearing up: https://t.co/j6J2tUCIlj https://t.co/BWxx465I0a,927598553308033024,0.0,0.0,neutral
Mon Nov 06 18:05:22 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999327,307,"RT @SEALTeamCBS: This Veterans Day, everyone at #SEALTeam salutes the men &amp; women who defend &amp; protect our country. 🇺🇸 https://t.co/4VByMtZ…",927597792461230083,0.0,0.0,neutral
Mon Nov 06 18:05:10 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999330,1,"#CBSRatingNews: #WisdomoftheCrowd, #NCISLA grow in 2+/18-49; #MadamSecetary up in key demos; #CBS wins Sunday in vi… https://t.co/r9qQNE2Gkg",927597740846141446,0.6,0.15,positive
Mon Nov 06 18:02:55 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999332,0,TODAY on #TheTalk: @SusanSarandon​ and Kathryn Hahn + guest co-hosts @MonicaBrown​ &amp; @bigbangtheory's @kunalnayyar! https://t.co/bfhdaQR8Eu,927597175227510784,0.0,0.0,neutral
Mon Nov 06 17:18:51 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999335,14,"RT @CBSSportsGang: NFLonCBS’s overall game coverage for Wk 9 +15% vs 2016 &amp; Nat game earns its top rtg of 2017, +11% w 14.2/26 rtg/sh  http…",927586084849983489,0.325,-0.07500000000000001,negative
Mon Nov 06 00:33:32 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999337,23,"Start times for #CBS tonight east&amp;mdwst:
#60Minutes 7:30/6:30c
#WisdomoftheCrowd 8:30/7:30c
#NCISLA 9:30/8:30c
#MadamSecretary 10:30/9:30c",927333090518712320,0.0,0.0,neutral
Mon Nov 06 00:26:26 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999340,11,Hey East &amp; Midwest viewers #CBS Sunday line up coming soon right after football #60Minutes #WisdomoftheCrowd #NCISLA #MadamSecretary Enjoy!,927331305456525312,0.5178571428571428,0.39285714285714285,positive
Sat Nov 04 21:51:33 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999343,408,RT @survivorcbs: Join us in wishing a very happy birthday to #Survivor host @JeffProbst! 🎉 https://t.co/JCXsVav8eE,926929936358694912,1.0,1.0,positive
Sat Nov 04 16:21:31 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999345,3,RT @HappeningDaily: Monday we're hanging out with @markfeuerstein &amp; @davidwalton from @9JKLCBS! Tweet your q's for them @HappeningDaily!  O…,926846884878176257,0.0,0.0,neutral
Sat Nov 04 16:21:17 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999348,29,#CBSRatingNews: #MacGyver notches largest audience of season; H50 wins tp in 2+; #BlueBloods most watched show of n… https://t.co/IT9lG6Trbc,926846822815010822,0.35,0.4,positive
Sat Nov 04 15:18:43 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999351,90,RT @SaraRamirez: Thank you Madam @TeaLeoni Thrilling all around! https://t.co/3IoPHagBUG,926831077376823296,1.0,0.3125,positive
Fri Nov 03 23:20:59 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999353,2,Frank is approached by Archbishop Kearns regarding an eviction matter Jamie and Eddie are working on! #BlueBloods t… https://t.co/GMOXBKl9OR,926590055166160896,0.0,0.0,neutral
Fri Nov 03 23:20:13 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999356,176,RT @TeaLeoni: The #MadamSecretary fam is SO thrilled to welcome @SaraRamirez to the State Dept! https://t.co/zRrc4GpCKR #FollowFriday,926589862865784833,0.8,0.8,positive
Fri Nov 03 21:44:15 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999359,20,RT @CBSEntDiversity: #ICYMI: @TSmithAnoai among the CHANGE AGENTS featured in Variety’s 2017 Inclusion Impact Report (https://t.co/qymBkb6I…,926565715527729153,0.0,0.0,neutral
Fri Nov 03 20:26:42 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999361,14,"H50 fans, it’s #Halloween &amp; this case, based on Hawaiian folklore, has everyone spooked! #H50 tonight 9/8c! https://t.co/prNTb1pM99",926546196101042181,0.0,0.0,neutral
Fri Nov 03 20:22:35 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999364,7,Can Mac and the team stop a massive oil well fire in Nigeria set by a rebel group? @MacGyverCBS tonight 8/7c! https://t.co/HSFVwkSj95,926545162951643140,1.0,0.0,neutral
Fri Nov 03 16:37:53 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999366,2,"#CBSRatingNews:  #YoungSheldon--13.3m;  #Mom, #LifeinPieces return up; debut of #SWAT tops yr ago tp;… https://t.co/BlEX8Yf3MD",926488615466815488,0.0,0.0,neutral
Fri Nov 03 05:51:56 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999369,691,"RT @latelateshow: Tonight on the #LateLateShow, James and the cast of @thorofficial debut the hottest new trend in cinema: 4D! https://t.co…",926326054582489089,0.45454545454545453,0.17045454545454544,positive
Fri Nov 03 02:25:28 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999372,46,RT @shemarmoore: Much Love Baby Girl!! 😘😘 https://t.co/KjdqCyewHT,926274095947194369,0.6,0.78125,positive
Fri Nov 03 02:25:15 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999375,49,RT @shemarmoore: Look at @Alex__Russell Killin’ it on the 🏍🏍,926274041492602881,0.0,0.0,neutral
Fri Nov 03 02:25:08 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999377,83,"RT @swatcbs: “Lesson 1, Street. Never be in a hurry to die.” - Hondo #SWAT https://t.co/eLAbn4MydF",926274012619071488,0.0,0.0,neutral
Fri Nov 03 02:14:43 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999380,104,RT @pagetpaget: Hey East Coast - @swatcbs is starting in 5 minutes and all of @shemarmoore 's @CrimMinds_CBS  pals want you to watch ! DO I…,926271390545731585,0.1,0.0,neutral
Fri Nov 03 02:14:08 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999383,3,"RT @ZoeListerJones: First there was Bennifer, then Brangelina, and now... TylerTine #ConsciousUnSyncing #LifeInPieces",926271243044634625,0.3333333333333333,0.25,positive
Fri Nov 03 00:12:30 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999385,6,.@shemarmoore stars as the leader of an elite #SWAT unit in #LosAngeles in @swatcbs! #seriespremiere tonight 10/9c! https://t.co/SlUirACNsp,926240632250580992,0.0,0.0,neutral
Fri Nov 03 00:09:36 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999388,28,"RT @enews: Attention, baby girls: @SwatCBS star @shemarmoore is taking over our E! News Instagram Story! Honk if you're following along. ht…",926239904928907265,0.1,0.0,neutral
Fri Nov 03 00:00:10 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999391,11,RT @AngeliqueCabral: #Molleen is back tonite &amp; better than ever(leg casts &amp; all)!! Catch our #S3 premiere 9:30/8:30c on @CBS 🎉🎉🎉@LifeInPiec…,926237530483073029,0.25,0.390625,positive
Thu Nov 02 23:56:05 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999393,2,The entire Hughes family moves in w/John &amp; Joan on the 3rd season premiere of @lifeinpieces! #CBS tonight 9:30/8:30… https://t.co/VDYk2Nqb1N,926236500496302080,0.3125,0.0,neutral
Thu Nov 02 23:51:53 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999396,3,Bonnie gets cold feet when considering her future with Adam #Mom tonight 9/8c @AnnaKFaris @AllisonBJanney #CBS https://t.co/bw9HXweoIy,926235446304055297,0.5625,-0.3,negative
Thu Nov 02 23:49:50 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999398,4,Sheldon goes on a quest to make his 1st friend when #YoungSheldon returns tonight 8:30/7:30c #CBS after… https://t.co/gknkH0T2Nn,926234927720423424,0.0,0.0,neutral
Thu Nov 02 23:43:59 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999401,4,Sheldon battles @WilWheaton for the role of the new Professor Proton tonight on #BigBangTheory 8/7c https://t.co/vudxAyV2MV,926233458334035968,0.45454545454545453,0.13636363636363635,positive
Thu Nov 02 23:29:56 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999403,11,.@NCISNewOrleans to feature a performance by @XAmbassadors on the Nov. 21st episode! via @EW https://t.co/UCN0vdr5Ht,926229923060166658,0.0,0.0,neutral
Thu Nov 02 22:54:51 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999406,2,RT @HappeningDaily: Are you craving more @LifeinPiecesCBS?! It premieres TONIGHT + @ZoeListerJones &amp; @AngeliqueCabral are answering your Q'…,926221093840367619,0.5,0.625,positive
Thu Nov 02 22:53:51 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999409,8,RT @HappeningDaily: T-2 Hours until @LifeinPiecesCBS stars @ZoeListerJones &amp; @AngeliqueCabral join us on #WhatsHappening! Tune in! https://…,926220841876037632,0.0,0.0,neutral
Thu Nov 02 22:08:16 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999411,78,RT @AllisonBJanney: We’re back! Are you as happy to see us as we are of you? Join us TONIGHT for the season premiere of @MomCBS! https://t.…,926209368797745152,0.5,0.5,positive
Thu Nov 02 20:12:42 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999414,18,RT @etnow: We're with @IainLoveTheatre + the Cooper kids on the #YoungSheldon set! Check out the fun on ET's Instagram Story: https://t.co/…,926180288132087808,0.2,0.3,positive
Thu Nov 02 20:05:17 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999416,68,RT @JulieChen: Shimmying for Shemar and SWAT! Don’t miss the premiere @swatcbs tonight starring @shemarmoore! #SWAT #TheTalk https://t.co/w…,926178418114232320,0.0,0.0,neutral
Thu Nov 02 20:05:11 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999419,66,"RT @TheTalkCBS: TODAY: @swatcbs​'s @shemarmoore​ sits down w/ our ladies to dish all about his new show! Plus, guest co-host @TheRealEve​ i…",926178395146240001,0.3717171717171717,0.007449494949494928,positive
Thu Nov 02 15:18:15 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999422,6,RT @EW: Life in Pieces preview: Did Colleen survive that wedding day fall from a balcony? https://t.co/2BeA4LuJMW,926106187531034624,0.0,0.0,neutral
Thu Nov 02 06:59:31 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999424,4280,"RT @latelateshow: 🙀🙀🙀😻😻😻😻

juz makin dreams come true https://t.co/7FID3udb1T",925980673361375232,0.65,0.35,positive
Thu Nov 02 06:59:23 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999427,44,RT @IainLoveTheatre: This day is SO fun! @latelateshow https://t.co/P6oaMaSGBR,925980641690238976,0.2,0.375,positive
Thu Nov 02 06:59:19 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999430,197,RT @colbertlateshow: TONIGHT: The terrorist attack in the Big Apple is quickly politicized by the Big Orange. #LSSC https://t.co/t5IwKb0mCu,925980624250220545,0.2333333333333333,0.1111111111111111,positive
Thu Nov 02 06:58:05 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999433,7668,"RT @latelateshow: (wedding) dreams do come true, Sam 💫 https://t.co/bNQK4L9AFZ",925980315662761984,0.825,-0.2,negative
Thu Nov 02 00:19:59 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999435,4,RT @bethhall: I know I’m smiling! https://t.co/p8Y9J82UeQ,925880127254228992,0.0,0.0,neutral
Thu Nov 02 00:19:08 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999438,16,RT @IainLoveTheatre: Wow! @latelateshow @JKCorden https://t.co/kHOPhLFL66,925879913457991680,1.0,0.125,positive
Wed Nov 01 23:48:45 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999440,16,"RT @survivorcbs: Go Behind-The-Scenes Of Tonight's ""A-Tension Span"" #Survivor Challenge: https://t.co/lwhANfQfII https://t.co/6OkDWJVNvh",925872268319666176,0.0,0.0,neutral
Wed Nov 01 23:48:43 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999443,59,RT @survivorcbs: Lack of food takes a toll on one of the castaways tonight on an all-new #Survivor at 8/7c on CBS &amp; CBS All Access: https:/…,925872260346396672,0.0,0.0,neutral
Wed Nov 01 23:46:28 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999445,48,RT @swatcbs: Go behind-the-scenes of #SWAT before tomorrow's premiere: https://t.co/Hsqw4WHgXw https://t.co/7Q89yBIfL2,925871695100911616,0.0,0.0,neutral
Wed Nov 01 23:46:22 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999448,355,RT @latelateshow: .@samsmithworld #CarpoolKaraoke is just a few hours away! https://t.co/N9FjbpYlyz,925871669494693888,0.1,-0.25,negative
Wed Nov 01 23:46:06 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999450,21,RT @HunterHaleyKing: The girls are back in town! Catch us tomorrow for the Season 3 premiere of #LifeInPieces at 9:30/8:30c on @CBS https:/…,925871601249169408,0.0,0.0,neutral
Wed Nov 01 21:56:04 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999453,8,"RT @jayharrington3: one day!! 
#swat #countdown swatcbs https://t.co/YVyrOhfHoc",925843910164754432,0.0,0.0,neutral
Wed Nov 01 20:45:53 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999455,6,RT @TVLine: #LifeInPieces Sneak Peek: Is the Loss of Marital 'Relations' Worth $2 Million? https://t.co/oH6qyOZvxI,925826248101597184,0.1,0.3,positive
Wed Nov 01 20:14:51 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999458,14,"RT @EW: Life in Pieces: See a thrilling, hilarious car chase from season 3 premiere https://t.co/nCsHrutbcY",925818438253101056,1.0,0.375,positive
Wed Nov 01 20:14:45 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999460,20,"RT @peopletv: TONIGHT 9PM ET—'Real Housewife' @daniellestaub, #Survivor's @CourtneyHYates &amp; @roundhoward join #SurvivorFanForum! #RHONJ htt…",925818415293505536,0.30000000000000004,0.25,positive
Wed Nov 01 19:40:02 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999463,41,RT @latimesent: 'SEAL Team' and other red-blooded military dramas giving blue California an economic lift https://t.co/Maag62qivA,925809676125478912,0.19374999999999998,-0.006249999999999999,negative
Wed Nov 01 17:59:12 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999466,6,RT @LanceB_Actor: Get ready for the Young Sheldon cast on The Talk!! #youngsheldon #TheTalk,925784300158574592,0.45,0.178125,positive
Wed Nov 01 17:59:11 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999468,20,RT @ImGraceKaufman: heyyyy the Burns family is back with you on Monday Nov 13th at 8:30/7:30c! ❤️ see you THEN! #ManWithAPlan #Season2 http…,925784297843200001,0.0,0.0,neutral
Wed Nov 01 17:58:55 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999470,94,RT @SEALTeamCBS: Catch up and rewatch 2 back-to-back rebroadcasts of #SEALTeam tonight starting at 9/8c. https://t.co/La8ZWFxNV4,925784230004539392,0.1,0.0,neutral
Wed Nov 01 17:15:07 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999473,31,RT @wisdomcbs: Help us wish a very #HappyBirthday to our very own @NatTenaLady! #WisdomoftheCrowd 🎂 🎉 https://t.co/lhWhFKsufL,925773209349144577,0.65,0.5875,positive
Wed Nov 01 17:09:33 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999476,45,"RT @ManWithAPlan: Hi-five, fans! #ManWithAPlan will premiere Monday, Nov. 13 at 8:30/7:30c on @CBS!🖐🏼 https://t.co/njrMa5S6Qz",925771805431775232,0.0,0.0,neutral
Wed Nov 01 17:09:28 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999478,1,"CBS Announces: #MANWITHAPLAN will premiere its second season Monday, Nov. 13 8:30/7:30c! https://t.co/ImkPIEQ73N",925771784544063488,0.0,0.0,neutral
Wed Nov 01 16:49:02 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999481,0,Don't miss #TheTalk today w/ the cast of @YoungSheldon dishing on their new show + guest co-host @TheRealEve! https://t.co/s24YMVGiMH,925766645481484288,0.45454545454545453,0.17045454545454544,positive
Wed Nov 01 15:42:15 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999483,3,RT @HappeningDaily: We're hanging out with @ZoeListerJones &amp; @AngeliqueCabral from @LifeinPiecesCBS later this week! Tweet us your Q’s for…,925749836388777984,0.0,0.0,neutral
Wed Nov 01 01:57:56 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999485,43,"RT @AllisonBJanney: Hey! Once the sugar high subsides, check me out on the @latelateshow Halloween night! 👻 Should be fun. https://t.co/CkZ…",925542390156234752,0.37,0.25,positive
Wed Nov 01 00:17:42 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999487,46,"RT @BullCBS: Trick or treat, it's a new #Bull. Don't miss it tonight at 9/8c on CBS &amp; CBS All Access: https://t.co/5UGBTZhwGZ https://t.co/…",925517167843459072,0.45454545454545453,0.13636363636363635,positive
Wed Nov 01 00:17:31 +0000 2017,CBS Tweet,2017-11-15 12:19:10.999490,25,RT @AngeliqueCabral: Ur fave TV fam is back this Thurs!#LifeinPieces #S3 premieres 11/2 on @CBS. We’re on @hulu now so binge watch S1 &amp; S2…,925517118707089408,0.0,0.0,neutral
Tue Oct 31 20:26:34 +0000 2017,CBS Tweet,2017-11-15 12:19:11.655625,6,"RT @YahooEnt: Sorry @KevinCanWaitCBS shippers, but @KevinJames says he and @LeahRemini will not be coupling up on screen https://t.co/8ScUQ…",925458999536840704,1.0,-0.5,negative
Tue Oct 31 19:16:43 +0000 2017,CBS Tweet,2017-11-15 12:19:11.655637,64,"RT @TheTalkCBS: TODAY: No one rocks Halloween like us! Join us for our 3rd Annual #Rocktober Lip Sync War, hosted by @terrycrews! Who will…",925441421695377408,0.0,0.0,neutral
Tue Oct 31 19:15:47 +0000 2017,CBS Tweet,2017-11-15 12:19:11.655642,1,"2DY #TheTalk ROCKS Halloween! Tune in for the 3rd Annual #Rocktober Lip Sync War, @terrycrews hosts! Who will win? https://t.co/B3adBmeIRc",925441185899995136,0.2,0.4,positive
Tue Oct 31 19:09:49 +0000 2017,CBS Tweet,2017-11-15 12:19:11.655644,13,RT @cbswatchmag: No tricks just treats with @YoungSheldon stars @IainLoveTheatre @OfficialRaeganR &amp; @montanajordan7 #HappyHalloween https:/…,925439685266104320,0.0,0.0,neutral
Tue Oct 31 18:10:11 +0000 2017,CBS Tweet,2017-11-15 12:19:11.655647,12,#CBSRatingNews: @colbertlateshow wins late night; audience grows +15% from year ago; #LSSC https://t.co/Mvo264aOMe,925424679342370816,0.4,0.0,neutral
Tue Oct 31 05:20:05 +0000 2017,CBS Tweet,2017-11-15 12:19:11.655650,21,RT @bibbymoynihan: Alex and Darryl. Through the years. @MeMyselfAndICBS @CBS @jaleelwhite @Jgrazerofficial @johnlarroquette #memyselfandi…,925230878074159104,0.0,0.0,neutral
Tue Oct 31 05:20:01 +0000 2017,CBS Tweet,2017-11-15 12:19:11.655653,17,"RT @TheTalkCBS: Introducing… @JulieChen​ as @cyndilauper​ performing the 80s sensation, ""Girls Just Wanna Have Fun"" #Rocktober 🎤🎃👻 https://…",925230859350818816,0.2,0.3,positive
Tue Oct 31 05:17:41 +0000 2017,CBS Tweet,2017-11-15 12:19:11.655656,18,RT @PauleyP: Oh YAY! @SuperiorDonuts is back on tonight! Love it!,925230270546034688,0.3,0.3125,positive
Tue Oct 31 05:16:47 +0000 2017,CBS Tweet,2017-11-15 12:19:11.655659,32,"RT @latelateshow: Tonight we've got @Miles_Teller, @WhitneyCummings + music from @Fergie AND James has a #DropTheMIc showdown with Method M…",925230043696996353,0.0,0.0,neutral
Tue Oct 31 02:17:07 +0000 2017,CBS Tweet,2017-11-15 12:19:11.655662,48,RT @billyeichner: Colbert TONIGHT! 🇺🇸🎃🇺🇸🎃 https://t.co/GW1UUzcffp,925184831478161408,0.0,0.0,neutral
Tue Oct 31 00:56:21 +0000 2017,CBS Tweet,2017-11-15 12:19:11.655664,5,RT @markfeuerstein: Josh I’m sorry this is bigger than you!!! #9JKL,925164503993524224,0.75,-0.25,negative
Tue Oct 31 00:55:48 +0000 2017,CBS Tweet,2017-11-15 12:19:11.655667,7,RT @9JKLCBS: Mom always wins. #9JKL https://t.co/tDRmo1V5Hc,925164366508343297,0.2,0.3,positive
Tue Oct 31 00:51:09 +0000 2017,CBS Tweet,2017-11-15 12:19:11.655669,8,RT @9JKLCBS: Better luck next year! #9JKL https://t.co/YHUoBlrBD1,925163196721258496,0.25,0.25,positive
Tue Oct 31 00:46:53 +0000 2017,CBS Tweet,2017-11-15 12:19:11.655672,8,RT @davidwalton: My real life mom actually loves me more than my siblings. My tv mom not so much.  #9JKL,925162122723471360,0.275,0.22499999999999998,positive
Tue Oct 31 00:45:24 +0000 2017,CBS Tweet,2017-11-15 12:19:11.655675,3,RT @markfeuerstein: @ElliottGould And this cast loves you Elliott!!!,925161748579041280,0.0,0.0,neutral
Tue Oct 31 00:45:04 +0000 2017,CBS Tweet,2017-11-15 12:19:11.655678,11,RT @9JKLCBS: Taking family photos like… #9JKL https://t.co/3BNb7niTia,925161666169335808,0.0,0.0,neutral
Tue Oct 31 00:37:02 +0000 2017,CBS Tweet,2017-11-15 12:19:11.655681,9,"RT @ElliottGould: I love this cast. Everyone is great. The more we do together, the better it gets #9JKL",925159644573470720,0.5875,0.575,positive
Tue Oct 31 00:36:32 +0000 2017,CBS Tweet,2017-11-15 12:19:11.655684,12,RT @9JKLCBS: The #9JKL cast is ready for this live tweet! RT if you’re excited! https://t.co/ByF1LdlcYR,925159520564781057,0.5833333333333334,0.2797348484848485,positive
Tue Oct 31 00:36:25 +0000 2017,CBS Tweet,2017-11-15 12:19:11.655686,3,RT @MattMurray28: Who's live tweeting with us tonight?!?!?!? #9JKL,925159487098327040,0.5,0.26633522727272724,positive
Tue Oct 31 00:36:12 +0000 2017,CBS Tweet,2017-11-15 12:19:11.655689,8,RT @davidwalton: .@ElliottGould has very normal armpits in real life.,925159435474911232,0.5725,0.1975,positive
Tue Oct 31 00:36:05 +0000 2017,CBS Tweet,2017-11-15 12:19:11.655692,2,RT @davidwalton: New episode of #9JKL starts in 1 minute. Who is ready to party?,925159407305949184,0.4772727272727273,0.16818181818181818,positive
Tue Oct 31 00:34:47 +0000 2017,CBS Tweet,2017-11-15 12:19:11.655695,5,RT @markfeuerstein: Love it when Elliot walks into the door #9JKL,925159076081758210,0.6,0.5,positive
Tue Oct 31 00:34:41 +0000 2017,CBS Tweet,2017-11-15 12:19:11.655697,5,RT @markfeuerstein: Who’s Live Tweeting with us tonight???   #9JKL,925159053285777409,0.5,0.13636363636363635,positive
Mon Oct 30 23:55:47 +0000 2017,CBS Tweet,2017-11-15 12:19:11.655700,6,"#TeamScorpion, it’s #Halloween &amp; geniuses ain’t afraid of no ghosts! Well, maybe Sly… @ScorpionCBS tonight 10/9c! https://t.co/Lcwxq0za4h",925149262035349504,0.9,-0.9375,negative
Mon Oct 30 23:54:58 +0000 2017,CBS Tweet,2017-11-15 12:19:11.655702,0,Mid-life Alex contemplates taking a job offer w/o his partner Darryl on #MeMyselfAndI tonight 9:30/8:30c! https://t.co/NNKZnbXx8m,925149056271130624,0.0,0.0,neutral
Mon Oct 30 23:46:37 +0000 2017,CBS Tweet,2017-11-15 12:19:11.655705,5,"RT @SteveBattaglio: Excellent @VoiceCandy interview with Chuck Lorre about that classy TV theme for ""Mom."" https://t.co/UdQ12iMNM3",925146956673949696,0.95,0.55,positive
Mon Oct 30 23:14:10 +0000 2017,CBS Tweet,2017-11-15 12:19:11.655708,14,.@dianeguerrero_ joins the cast as Sofia on the 2nd season premiere of #SuperiorDonuts tonight 9/8c https://t.co/FzdwrJtMm0,925138792331198464,0.0,0.0,neutral
Mon Oct 30 23:08:46 +0000 2017,CBS Tweet,2017-11-15 12:19:11.655710,1,Josh won’t give Judy a new key 2 his apt &amp; is stuck when he locks himself out @9JKLCBS tonight 8:30/7:30c https://t.co/W5BvS3HN3L,925137430927175680,0.8181818181818182,0.24545454545454545,positive
Mon Oct 30 23:06:57 +0000 2017,CBS Tweet,2017-11-15 12:19:11.655713,2,RT @leonardehowze: We're MOVING!! To 8p! Join us at our New time for more laughs #KevinCanWait @KevinCanWaitCBS https://t.co/eyjTplwtMp,925136972980482048,0.4772727272727273,0.3181818181818182,positive
Mon Oct 30 23:06:46 +0000 2017,CBS Tweet,2017-11-15 12:19:11.655715,1,Kevin &amp; Chale take a road trip 2 get a fam heirloom from a pawnshop owner @LoniLove @KevinCanWaitCBS tonight 8/7c https://t.co/4BqBXuOnWQ,925136929217069057,0.0,0.0,neutral
Mon Oct 30 23:03:45 +0000 2017,CBS Tweet,2017-11-15 12:19:11.655718,37,RT @KateySagal: Today's the big day! Who's joining me for a @SuperiorDonuts live tweet tonight? Use #SuperiorDonuts at 9pm EST! https://t.c…,925136167791607808,0.3,0.08522727272727272,positive
Mon Oct 30 23:03:33 +0000 2017,CBS Tweet,2017-11-15 12:19:11.655721,25,"RT @colbertlateshow: To celebrate the season two premiere tonight at 9/8c on @CBS, we proudly present @jermaineFOWLER's @SuperiorDonuts Tas…",925136120169377793,0.0,0.0,neutral
Mon Oct 30 22:58:28 +0000 2017,CBS Tweet,2017-11-15 12:19:11.655724,3,RT @lizalapira: #9JKL is on tonight 8:30/7:30c on @CBS. Can’t find a pic to tweet so you’re just going to have to trust me.,925134838750896129,0.0,0.0,neutral
Mon Oct 30 21:43:18 +0000 2017,CBS Tweet,2017-11-15 12:19:11.655727,149,"RT @BullCBS: From Very Special Agent DiNozzo to Dr. Bull, Tuesdays are so much better with back-to-back episodes of #NCIS and #Bull. https:…",925115921546358784,0.6214285714285714,0.48214285714285715,positive
